image_path,ground_truth
image09/line_018.png,ගඟ දෙපස සිටින මුරකරුවන් වැන්න
image09/line_021.png,අඩු විහිඳාගත් දැවැන්ත සතෙක මෙනි.
image10/line_001.png,වැරදී සෑදීම
image10/line_002.png,කාර්යශූර
image100/line_001.png,පරවියා
image100/line_002.png,ගොළුබෙල්ලා
image100/line_007.png,ගෝරිල්ලා
image100/line_010.png,අලියා
image100/line_013.png,ජිරාෆ්
image100/line_016.png,අශ්වයා
image100/line_018.png,කුකුළා
image100/line_022.png,මීයා
image100/line_024.png,වවුලා
image101/line_008.png,පබළු ඇට
image101/line_013.png,හැරමිටිය
image101/line_015.png,කෝටුවක්
image101/line_022.png,මල්
image101/line_028.png,මාලෙ
image101/line_031.png,පෙට්ටිය
image101/line_037.png,වෙස්මුහුණු
image101/line_041.png,කරත්තය
image101/line_043.png,කබාය
image101/line_050.png,පොත්
image102/line_003.png,සමානාර්ථ පද ලිවීමේ දී
image102/line_004.png,ඒක වචන බහු වචන බේදය
image102/line_005.png,ගැන සැලකිලිමත් විය යුතුය .
image102/line_006.png,ලෙස හඳුන්වයි .
image102/line_007.png,දෙන විවිධ පද  සමානාර්ථ පද
image102/line_008.png,කියන්නේ නම් එකම අදහස
image102/line_009.png,මේවා වෙනත් ආකාරයකින්
image102/line_010.png,යුතුය.
image103/line_014.png,විරුද්ධාර්ථ පද
image103/line_022.png,අර්ථයෙන්  විරුද්ධ අදහස දෙන
image103/line_028.png,පද විරුද්ධ පද ලෙස හඳුන්වයි .
image103/line_029.png,විරුද්ධාර්ථ  පද ලිවීමේ දී පද
image103/line_030.png,දෙක අතර කෙටි ඉර යෙදිය
image103/line_032.png,යුතුය
image104/line_001.png,කෙනෙක් කියන ලද දෙයකට
image104/line_003.png,ගැනීමේදී යුගල උඩු කොමාව
image104/line_004.png,සහ යමකින් උපුටා
image104/line_005.png,යොදනු ලැබෙයි.
image105/line_002.png,උපන් දිනය
image105/line_004.png,පාසලේ නම - බප/හෝ/ ශ්‍රී පරාක්‍රම මහා විද්‍යාලය
image105/line_012.png,නම-ටෙහාරා මෙත්නා
image105/line_015.png,මුලකුරු සමඟ නම- ඩ්බ්ලිව්.ඒ.ටෙහාරා මෙත්නා
image105/line_019.png,සම්පූර්ණ නම - වීරසූරිය ආරච්චිගේ ටෙහාරා මෙත්නා
image105/line_025.png,උපන් දිනය
image105/line_026.png,පාසලේ නම - බප/හෝ/ ශ්‍රී පරාක්‍රම මහා විද්‍යාලය
image106/line_003.png,පහත ප්‍රස්ථා පිරුළුවල තේරුම ලියන්න
image106/line_005.png,ඉබ්බාගෙන් පිහාටු ඉල්ලනවා වගේ
image106/line_015.png,කෙනෙකුගෙන් කිසේවත් ලබා ගත නොහැකි දෙයක් ලබා ගැනීමට
image106/line_026.png,උත්සහ දැරීම
image106/line_031.png,පරංගියා කෝට්ටේ ගියා වගේ
image106/line_035.png,කිට්ටු පාරක් තිබියදි දුර පාරකින් යාම
image107/line_002.png,වල විශේෂත්වයයි.
image107/line_003.png,මේවා භාවිතය නිසා ලියන දේ වඩා අලංකාරවේ
image107/line_004.png,යුගල පද ලිවීමේදී පද දෙක වෙන් කර ලිවිය යුතුය
image108/line_001.png,අයියා සවසට පන්තියට ගොස්
image108/line_003.png,එයි.
image108/line_005.png,ගොවියා වනසතුන්ගෙන් ගොවිතැන
image108/line_009.png,ආරක්ෂා කර ගනියි.
image108/line_017.png,යහළුවා තෑගි බෝග ගෙන
image108/line_018.png,පාසලට පැමිණෙයි.
image108/line_019.png,මහප්පා ගමේ සිට එන විට අපට
image108/line_020.png,ටොෆි ගෙනෙයි.
image108/line_021.png,හිරුෂ පාසලේ ප්‍රධාන ගිෂ්‍ය
image108/line_022.png,නායකයා වෙයි
image109/line_002.png,නම - දැහැමි දෙව්සරී මීපාගල
image109/line_003.png,සම්පූර්ණ නම - දැහැමි දෙව්සරී
image109/line_004.png,මීපාගල
image109/line_005.png,මුලකුරු සමඟ නම - එම්. දැහැමි
image109/line_006.png,දෙව්සරී
image109/line_009.png,"පනාගොඩ, හෝමාගම"
image109/line_010.png,උපන්දිනය
image109/line_011.png,පාසලේ නම - බප/හෝ/ ශ්‍රී පරක්‍රම
image109/line_013.png,මහා විද්‍යාලය
image11/line_003.png,පිලි සහිත වචන ලියමු.
image11/line_005.png,මාලය කෙකටිය
image11/line_006.png,වැස්ස මේසය
image11/line_007.png,කෑරලා බෝතලය
image11/line_009.png,සීගිරිය ධෛර්ය
image11/line_010.png,ගුරුතුමා වෘත්තය
image11/line_012.png,කේතලය ක්‍රමය
image11/line_013.png,තොවිලය ගාථාව
image110/line_002.png,යුගල පද
image110/line_005.png,"යුගල යනු, දෙකක් වන අතර එකවර"
image110/line_007.png,පද දෙකක් ලිවීම යුගල පදවල
image110/line_008.png,විශේෂත්වයයි.
image110/line_010.png,"මේවා භාවිතය නිසා, ලියන දේ"
image110/line_011.png,වඩා අලංකාර වේ .
image110/line_012.png,"යුගල පද ලිවීමේ දී, පද දෙක"
image110/line_015.png,වෙන්කර ලිවිය යුතු ය.
image110/line_020.png,අනම් මනම්
image110/line_028.png,විහිළු  තහළු
image110/line_029.png,වාද විවාද
image110/line_030.png,අරුම පුදුම
image110/line_031.png,අස්සක් මුල්ලක්
image111/line_008.png,බලා ලිවීම
image111/line_025.png,"පන්තිය වටා ඇවිද්දාය """
image111/line_038.png,"""හැමෝම පොත් ගන්න"
image111/line_043.png,පවනි කිව්වාය.
image111/line_046.png,"""පවනි ගුරුවරියක් මෙන්"
image111/line_054.png,අද අපි සෙල්ලමක් කරමු .
image112/line_009.png,බලා ලිවීම
image112/line_023.png,'හැමෝම පොතේ
image112/line_032.png,ගැහැනු / පිරිමි/ පලතුරු/ සත්තු
image112/line_047.png,"ගම් කියා ලියන්න """
image113/line_019.png,සෙල්ලම් පන්තියේ සිටි ළමයින්
image113/line_022.png,කිහිප දෙනෙකු නම් සඳහන්
image113/line_024.png,කරන්න ? මනුක  සහන්
image113/line_026.png,රාධා නිපුණ .
image113/line_037.png,සියලු දෙනා ම මනුකට
image113/line_044.png,අත් පොළසන් දුන්නේ
image113/line_052.png,ඇයි?
image113/line_062.png,ඔහු දින්න නිසා .
image114/line_020.png,දිනිති දිය ඇල්ල නරඹයි .
image114/line_024.png,දෑතට දෑකැති දෙකක්
image114/line_025.png,දුර ගමන් යෑම දුෂ්කරය.
image114/line_026.png,දොළ ළඟ දොඹ ගසක්
image114/line_027.png,ගන්න .
image114/line_028.png,ඇත .
image114/line_029.png,දීපා දීකිරි දීසියට දමයි .
image115/line_001.png,වෛද්‍ය
image115/line_002.png,දෛවය.
image115/line_003.png,මෛතිය.
image116/line_014.png,යුගල උඩු කොමාව
image116/line_015.png,"""හොඳින් ඉගෙනගන්න"" යැයි"
image116/line_016.png,පැවසුවේ ය
image116/line_017.png,ගුරුතුමා අප දෙස බලා
image117/line_003.png,රටේ අසිරිය
image117/line_005.png,අපේ රටේ පොළෝවේ සාරවත් ව
image117/line_006.png,ගස් පැළවී තිබෙයි.
image117/line_007.png,"අපේ රටේ ගස්,වැල් වලින් පිරී"
image118/line_001.png,දා ඇලපිල්ල
image118/line_002.png,දි දීර්ඝ ඉස්පිල්ල
image118/line_003.png,දු පාපිල්ල
image118/line_004.png,දේ කොම්බුව සහ හල්කිරීම
image118/line_005.png,දෙ කොම්බුව
image118/line_006.png,දූ දීර්ඝ පාපිල්ල
image118/line_007.png,දී කෙටි ඉස්පිල්ල
image118/line_008.png,දෑ දික් ඇදැපිල්ල
image118/line_009.png,දැ කෙටි ඇදපිල්ල
image118/line_010.png,දැ කෙටි ඇදපිල්ල
image118/line_013.png,දො කොම්බුව සහ ඇලපිල්ල
image118/line_016.png,දෝ කොම්බුව සහ ඇලපිල්ල හා
image118/line_023.png,හල්කිරීම .
image119/line_007.png,"සිහිනයක, ජීවත් වූ පුංචි දැරියක්"
image119/line_011.png,"සිටියා ය. ඇයගේ අම්මා, තාත්තා,"
image119/line_018.png,"අත්තම්මා, ලොකු අම්මා වගේ පවුලේ"
image119/line_019.png,ම අය ඒ සිහිනවල ජීවත් වූහ.
image119/line_025.png,ඒ වගේ ම ගමේ අසල්වැසි වාඩිහිටියෝ
image119/line_032.png,"සහ නෑ හිතමිතුරෝ ද, ගමට ආ ගිය"
image119/line_034.png,අය ද ඒ අතර වූහ. එපමණක්
image119/line_038.png,"නොව, ඇය ජීවත් වූ පරිසරය."
image12/line_002.png,තොවිලය
image12/line_005.png,ශෛල
image12/line_006.png,ගෞරවය
image12/line_009.png,ත්‍යාගය
image12/line_011.png,රාමාණය
image120/line_005.png,"උදා ÷අම්මා පොළට ගොස් අඹ, කෙසෙල්,"
image120/line_009.png,අන්නාසි ගෙනාවාය.
image120/line_014.png,"ඇයගේ අම්මා, තාත්තා, අත්තම්මා,"
image120/line_016.png,ලොකු අම්මා වගේ පවුලේ ම අය ඒ
image120/line_018.png,සිහිනවල ජීවත්  වූහ.
image121/line_003.png,බලා ලිවීම
image121/line_011.png,මම හොඳින් වැඩ කර ජය
image121/line_013.png,ලබමි
image121/line_021.png,මම හොඳින් වැඩ කර ජය
image121/line_030.png,ලබමි
image122/line_001.png,"ඇලපිල්ල රාධා,වාඩි"
image122/line_002.png,ලකුණ ක්‍රීඩාවේ
image122/line_003.png,කොම්බුව සහිත ඇලපිල්ල
image122/line_004.png,"බොහෝම , හොඳයි"
image122/line_005.png,දික් ඉස්පිල්ල තීරු
image122/line_006.png,"කෙටි ඉස්පිල්ල පිරිමි,පිලි"
image122/line_008.png,දික් ඇදපිල්ල ඕනෑ
image122/line_010.png,"කෙටි ඇදපිල්ල හැමෝම, දැන්"
image122/line_011.png,"කොම්බුව සෙල්ලම, වෙන්න"
image122/line_012.png,කොම්බුව සහිත හල් කිරීමේ
image123/line_001.png,වෛවර්ණ
image123/line_005.png,වෛවර්ණ
image123/line_008.png,වෛවර්ණ
image123/line_014.png,වෛවර්ණ
image123/line_018.png,වෛවර්ණ
image123/line_026.png,වෛවර්ණ
image123/line_037.png,වෛවර්ණ
image124/line_013.png,නා.හ නාවික හමුදාව
image124/line_015.png,ම.වි මහා විද්‍යාලය
image124/line_026.png,ප්‍රශ්නාර්ථ ලකුණ
image124/line_035.png,උදා ඇයගේ ප්‍රියතම නෑදෑ
image124/line_036.png,කරපු දේවල් ගැනද ?
image124/line_037.png,කිරි අම්මා ඔය ලියන්නෙ අපි
image124/line_038.png,කවුද ?
image124/line_039.png,මං ගැනත් ලියනවාද ?
image125/line_003.png,චරිතාරෝපිතව කතා
image125/line_005.png,කරමු .
image125/line_019.png,අපට අසනීප වූ විට බෙහෙත්
image125/line_021.png,ලබා දෙයි.
image125/line_022.png,ඔහුට වෙද නළාවක් ද ඇත.
image125/line_023.png,ඔහු අපේ රටට විශේෂ
image125/line_024.png,සේවාවක් සපයයි.
image126/line_001.png,කෲසෝ
image126/line_002.png,කෲර
image126/line_003.png,බෲනායි
image127/line_001.png,දෝත පුරා මල් අරගෙන
image127/line_002.png,සුවඳ ගෙනෙන්නේ කවුද?
image127/line_003.png,සීගිරියේ ලෙන්දොරකඩ
image127/line_006.png,ලංකාව හැඳින්වීමට කවි
image127/line_007.png,සිටින සුරංගනාවෝ.
image127/line_008.png,පන්තියේ යොදා ඇති වෙනත්
image127/line_009.png,ඉන්දීය සයුරේ මුතු ඇටය
image127/line_010.png,නම් මොනවද?
image127/line_011.png,රත්නදීප
image127/line_012.png,ලංකාව
image128/line_004.png,මේ ශ්‍රී ලංකාවයි  මිතුරනි
image128/line_005.png,මා ඉපදුණ මගේ මව් රට
image128/line_007.png,සැමදා  සුරකිමු මිතුරනි.
image128/line_008.png,හැදී වැඩී දිලෙන මගේ රට
image129/line_010.png,තෑගි ගොඩක් ඇත.
image129/line_014.png,තුරු සෙවණ
image129/line_018.png,කොහොඹ තුරු සෙවණ යට
image129/line_022.png,හරි ම සිසිලක් දැනෙයි.
image129/line_028.png,මල් සුවඳ
image129/line_029.png,සේපාලිකා මල් සුවඳ රාත්‍රිය
image129/line_033.png,පුරා දසත පතුරවයි.
image129/line_050.png,අවබෝධය
image129/line_069.png,සතුටින් පොත් තෝරා ගත්
image13/line_002.png,සූකිරි
image13/line_014.png,සූරය
image13/line_018.png,බූරුවා
image13/line_019.png,කූඹියා
image130/line_014.png,ඉවුරේ
image130/line_017.png,හැංගුණා
image130/line_019.png,රැවුළ
image130/line_020.png,සම්මාන
image130/line_023.png,හීනයක
image130/line_029.png,අඟුරු
image130/line_032.png,ඊළඟට
image130/line_040.png,මකුළුවා
image130/line_045.png,අපූරු
image131/line_001.png,විදෙස් පුවත්
image131/line_002.png,ක්‍රීඩා පුවත්
image131/line_003.png,දෙකකට හානි සිදු වී ඇත .
image131/line_004.png,ලෝකඩ පදක්කම් දිනා ගත්
image131/line_005.png,එල්ලවී ඇත. එහි ඉන්ධන ටැංකි
image131/line_006.png,ගබඩාවකට යුක්‍රේන ප්‍රහාරයක්
image131/line_007.png,දකුණු රුසියාවේ ඉන්ධන
image131/line_008.png,නුවන් ඉන්දික සහ ප්‍රදීප්
image131/line_016.png,සෝමසිරි ඇතුළු ක්‍රීඩකයින්
image131/line_021.png,කටුනායක බණ්ඩාර නායක
image131/line_029.png,ජාත්‍යන්තර නිලධාරීන් විසින්
image132/line_001.png,පාඩමෙහි කියවෙන ජන
image132/line_002.png,රබන් ගැසීම.
image132/line_003.png,ක්‍රීඩාව කුමක්ද?
image133/line_007.png,පාසලේ සිට නිවසට
image133/line_009.png,පැමිණීම
image133/line_012.png,"ස්නානය කිරීම, අහාර"
image133/line_024.png,"ගැනීම, විවේක ගැනීම."
image133/line_032.png,නිවසේ කටයුතුවලට
image133/line_035.png,පාඩම් වැඩ කටයුතු
image133/line_036.png,සහය  වීම.
image133/line_037.png,බුදුන් වැඳීම හා පාඩ
image133/line_040.png,"රූපවාහිනි නැරඹීම ,"
image134/line_003.png,ඉහත ඡේදය නිශ්ශබ්ද ව
image134/line_005.png,පටන් ගන්නා වචන
image134/line_006.png,ඡේදයෙන් සොයා ලියන්න
image135/line_004.png,වචන කියවමු
image135/line_010.png,පුරු පුරු
image135/line_020.png,බුහ් බුහ්
image135/line_026.png,කුස්සිය
image135/line_027.png,පුතා
image135/line_028.png,කුරුලු
image136/line_003.png,කෙටි විරාමයක් කෙටි නැවතීමක්
image136/line_005.png,සඳහා වාබ්‍ය ලිවීමේදී
image136/line_006.png,"උදා:-ගැහැනිය කැලයට ගොස්,"
image136/line_007.png,"දර කඩාගෙන, පලාද නෙළාගෙන"
image136/line_010.png,ගෙදර ගියා ය.
image137/line_001.png,මුවා
image137/line_003.png,තුන
image137/line_004.png,මුල
image137/line_005.png,රුවල
image138/line_001.png,පාඩමට අනුව පැන්සලේ ගුණාංග
image138/line_002.png,ගලන ගඟ වගේ
image138/line_003.png,මුල් කෘතියේ නම කුමක් ද?
image138/line_004.png,පැන්සලේ කතන්දරය සඳහන්
image138/line_005.png,කීයද?
image139/line_001.png,කාමරය පැමිණියේ කෙසේද?
image139/line_002.png,මකුළුවා යොසාකුට කළගුණ
image139/line_003.png,සැලකුවේ කෙසේද?
image139/line_004.png,සර්පයා යොසාකුගේ රෙදි වියන
image14/line_006.png,විරාම ලක්ෂණ යොදන්න
image14/line_007.png,ඉතිං  පහුවදාත්  නරිහාමි
image14/line_009.png,ලොකු බඩගින්නක්
image14/line_013.png,හැදුණ.එදත් කන්න
image14/line_016.png,දෙයක් හොයාගෙන
image14/line_021.png,ඇවිදගෙන යනකොට
image14/line_024.png,නරිහාමිට ඉත්තෑවෙක්
image140/line_001.png,වනන්තරේ ඈත එපිට නෙලුම්
image140/line_002.png,පිපුණ විලක් ඇතී නිල් වතු
image140/line_003.png,බලා ලිවීම
image140/line_004.png,ඇදෙති.
image140/line_005.png,පිරුණු කලට වන සිවුපාවෝ
image141/line_001.png,ආදී චරිත අපට හඳුන්වා දුන්
image141/line_002.png,"බටකොළ ආච්චි, බූ බබා"
image141/line_003.png,බලා ලිවීම
image142/line_001.png,හරි වැරදි
image142/line_002.png,යමි නොයමි
image142/line_003.png,උඩ යට
image142/line_004.png,අඩු නොඅඩු
image143/line_001.png,පින්තූර මගින් කතා කීම ඈත
image143/line_002.png,කාලයේ සිට පැවත එන ක්‍රමයකි.
image143/line_003.png,පින්තූර කතා කියවීම අපි කැමැත්තෙමු
image143/line_004.png,භාවිතා කරමින් ඉදිරිපත් කෙරෙන
image143/line_010.png,චිත්‍ර කතා යනු පින්තූර බහුලව
image143/line_016.png,ක්‍රියා ඇස්‍ටරි ක්ස් ආදිය ලෝකය
image143/line_017.png,කතන්දර වර්ගයකි. ටින් ටින්ගේ වීර
image143/line_018.png,පුරා අදත් ජනපිය චිත්‍ර කතා වේ .
image144/line_005.png,ආරම්භ අවසාන
image144/line_013.png,කරනවා නොකරනවා
image145/line_002.png,පොළොව තුළින් මතුවන ධන
image145/line_008.png,නිධාන මොනවාද ?
image145/line_010.png,ගෙනෙන්නේ කවුද?
image145/line_017.png,පාට පාට මැණික් ජාති
image145/line_028.png,කවි පෙළෙහි සඳහන් ගංගා
image145/line_030.png,දෝත පුරා මල් අරගෙන සුවඳ
image146/line_009.png,මකුළුවා නූල් ලබා ගත්තේ
image146/line_012.png,මොනවායින්ද?
image146/line_023.png,කපු පුලුන්
image146/line_030.png,මකුළුවා යොසාකුට කළගුණ
image146/line_033.png,සැළකුවේ කෙසේද
image147/line_009.png,මකුළුවා යොසාකුට කළගුණ
image147/line_012.png,සැළකුවේ කෙසේද
image147/line_020.png,හිස නමා
image147/line_039.png,සර්පයා යොසාකුගේ රෙදි වියන
image147/line_044.png,කාමරයට පැමිණියේ කෙසේද?
image147/line_045.png,කපු පුලුන් පොදියට රිංගා
image147/line_053.png,ගෙන
image148/line_001.png,ලූලා
image148/line_002.png,පූසා
image148/line_003.png,කූඩය
image148/line_004.png,කූර
image148/line_005.png,නූල
image148/line_007.png,රූකඩ
image149/line_001.png,ඈත
image149/line_009.png,මම
image15/line_001.png,දෙයක් හොයාගෙන
image15/line_006.png,ඇවිදගෙන යනකොට
image15/line_009.png,නරිහාමිට ඉත්තෑවෙක්
image15/line_017.png,"හම්බ වුණා. ""කොහෙද"
image15/line_023.png,ඉත්තෑවෝ යන්නෙ
image15/line_026.png,නරිහාමි ඇහුවා.
image150/line_002.png,බඩගින්නක් හැදුණා. එදත්
image150/line_003.png,කන්න දෙයක් හොයාගෙන කැලේ
image150/line_004.png,ඇවිදගෙන යනකොට නරිහාමිට
image150/line_005.png,ඉතිං  පහුවදාත්  නරිහාමිට  ලොකු
image151/line_005.png,මාලා ගාල්ලට යනවා.
image151/line_014.png,මාමා මාලයක් ගත්තා.
image151/line_015.png,නයනා මාතරට ආවා.
image151/line_016.png,තාරාවා පාරට ආවා.
image152/line_003.png,තුලාව
image152/line_004.png,සුහද
image152/line_013.png,රුලං
image152/line_014.png,සුළඟ
image153/line_001.png,කුරුල්ලෝ
image154/line_001.png,පෘතුගාලයේ සිට පෘතුගීසින්
image154/line_003.png,දිනපතා ප්‍රවෘත්ති බලන්න.
image154/line_004.png,වෘත්තයක් අඳින්න.
image154/line_005.png,මේ කෘතිය කියවන්න.
image155/line_001.png,වෛද්‍ය
image155/line_002.png,දෛව්‍ය
image155/line_012.png,මෛත්‍රිය
image155/line_030.png,චෛත්‍යය
image156/line_001.png,සහ යමකින් උපුටා
image156/line_002.png,යොදනු ලැබෙයි.
image156/line_003.png,ගැනීමේදී යුගල උඩු කොමාව
image157/line_006.png,යුගල උඩු කොමාව.
image157/line_007.png,කෙනෙක් කියන ලද
image157/line_009.png,"""මමත් එනවා."" නංගී"
image158/line_011.png,වෛද්‍ය.
image158/line_020.png,මෛත්‍රිය
image158/line_021.png,දෛවය.
image159/line_004.png,මුල
image159/line_005.png,මුවා
image159/line_006.png,දුර
image159/line_007.png,ගුහාව
image159/line_009.png,පුටුව
image159/line_021.png,දුන්න
image16/line_003.png,අතරමඟ
image16/line_012.png,ඉලපත
image16/line_016.png,එක
image16/line_018.png,ඖෂධ
image16/line_021.png,ආභරණ
image16/line_027.png,ඊතලය
image16/line_033.png,ණය
image16/line_035.png,කතරගම
image16/line_038.png,ඇසළ
image16/line_042.png,උමඟ
image16/line_046.png,ඓක්‍යය
image16/line_047.png,දඹල
image16/line_048.png,පරණ
image160/line_001.png,කෲසෝ
image160/line_002.png,බෲනායි
image161/line_001.png,ලූලා
image161/line_002.png,පූසා
image161/line_003.png,කූඩය
image161/line_004.png,සූකිරි
image161/line_005.png,රූකඩ
image161/line_006.png,කූර
image161/line_007.png,නූල
image162/line_002.png,කෙනෙක් කියන ලද දෙයකට සහ
image162/line_003.png,යමකින් උපුටා ගැනීමේදී  යුගල
image162/line_004.png,උඩු කොමාව යොදනු ලැබෙයි.
image163/line_001.png,බඩගින්නක් හැදුණා.එදත් කන්න
image163/line_002.png,යනකොට නරිහාමිට ඉත්තෑවෙක්
image163/line_003.png,ඉතිං  පහුවදා  නරිහාමිට  ලොකු
image164/line_001.png,මිහිරි
image164/line_002.png,තොවිලය
image164/line_003.png,ශෛල
image164/line_004.png,ගෞරවය
image164/line_005.png,ත්‍යාගය
image164/line_006.png,රාමායණය
image165/line_001.png,කීවා
image165/line_015.png,අකීකරුයි
image165/line_029.png,කවීශා
image165/line_045.png,දීපේ
image165/line_055.png,ගීතේ
image165/line_077.png,පිපී
image165/line_085.png,මී පැණි
image166/line_003.png,වාක්‍යයක්  අවසන් වීමට
image166/line_008.png,පෙර තබන විරාමය සඳහා
image166/line_013.png,කොමාව යොදයි.
image166/line_020.png,උදාහරණ
image167/line_001.png,මාලා ගාල්ලට යනවා.
image167/line_002.png,තාරාවා පාරට ආවා.
image168/line_013.png,රුලං
image168/line_026.png,සුළඟ
image168/line_028.png,පුළුන්
image169/line_003.png,විරාම ලකුණු යොදන්න
image169/line_004.png,ඉතිං  පහුවදාත්  නරිහාමිට  ලොකු
image169/line_005.png,බඩගින්නක් හැදුණා.එදත් කන්න
image169/line_007.png,දෙයක් හොයාගෙන කැලේ ඇවිදගෙන
image17/line_007.png,මිහිරි මීකිරි කනවා
image17/line_009.png,ගිහාන් ගීතයක් ගයනවා
image17/line_011.png,දිලිනි දීප්තිට කතා කර
image17/line_015.png,චින්තක චීනයට යනවා
image170/line_001.png,දූපත
image170/line_002.png,පූසා
image170/line_003.png,කූර
image170/line_004.png,නූල
image170/line_005.png,ලූලා
image170/line_006.png,ලූලා
image171/line_001.png,ලොකු බඩගින්නක් හැදුණ.
image171/line_002.png,ඉතිං  පහුවදාත්  නරිහාමිට
image171/line_008.png,එදත් කන්න දෙයක් හොයගෙන
image171/line_012.png,කැලේ ඇවිදගෙන යනකොට
image171/line_013.png,නරිහාමිට ඉත්තෑවෙක්
image171/line_016.png,"හම්බ වුණා.""කොහෙද"
image172/line_025.png,කෙනෙක් කියන ලද දෙයකට
image172/line_027.png,සහ යමකින් උපුටා ගැනීමේදී
image172/line_030.png,යුගල උඩු කොමාව යොදනු
image172/line_032.png,ලැබෙයි.
image173/line_011.png,මාලා ගාල්ලට යනවා.
image173/line_013.png,තාරාවා පාරට ආවා.
image173/line_016.png,මාමා මාලයක් ගත්තා.
image174/line_001.png,ඉතිං  පහුවදාත්  නරිහාමිට  ලොකු
image174/line_002.png,විරාම ලක්ෂණ යොදන්න.
image174/line_003.png,දෙයක් හොයාගෙන කැලේ ඇවිදගෙන
image174/line_004.png,බඩගින්නක් හැදුණා. එදත් කන්න
image175/line_084.png,අග්ගලා
image175/line_096.png,අග්ගලා
image175/line_114.png,අග්ගලා
image175/line_126.png,අධිෂ්ඨානය
image175/line_142.png,අධිෂ්ඨානය
image176/line_006.png,කාලයගත කරමි
image176/line_021.png,සැදෑ කාලයේ දී මම මුහුදු වෙරළේ
image176/line_037.png,සරුංගලේ යවමි
image176/line_057.png,සැදෑ අඳුරත් සමග මම මුහුදු වෙරළේ
image176/line_071.png,වැලිමාලිගා සාදමි.
image176/line_094.png,සැදෑ  අහසේ ඉර බැස යන ආකාර මම
image176/line_114.png,මුහුදු වෙරළේ සිට නරඹමි.
image177/line_010.png,ඉවත දමන දඬුව වුවද සරු පොළවේ
image177/line_018.png,දලු ලා යළි පැළ වෙයි.
image177/line_030.png,සරු පොළොව මිනිසාට මෙන්ම සතා සි
image177/line_046.png,වුපාවන් සඳහා සම්පත් ගෙන දෙයි.
image177/line_055.png,සරු පොළොව නරඹා සියල්ලෝම
image177/line_069.png,සතුටු වෙති.
image178/line_001.png,කරමි
image178/line_003.png,සැදෑ කාලයේදී මම මුහුදු වෙරළේ
