ACT_ID,sentence_id
ACT005,040
ACT005,041
ACT005,042
ACT005,043
ACT005,045
ACT005,046
ACT005,047
ACT005,048
ACT005,052
ACT005,053
ACT005,055
ACT005,064
ACT005,065
ACT005,066
ACT005,067
ACT006,001
ACT006,002
ACT006,003
ACT006,004
ACT006,005
ACT006,006
ACT006,007
ACT006,008
ACT006,009
ACT006,010
ACT006,011
ACT006,012
ACT006,013
ACT006,014
ACT006,015
ACT006,016
ACT006,017
ACT006,018
ACT006,019
ACT006,020
ACT006,021
ACT006,022
ACT006,023
ACT006,024
ACT006,025
ACT006,026
ACT006,027
ACT006,028
ACT006,029
ACT006,030
ACT006,031
ACT006,032
ACT006,033
ACT006,034
ACT006,035
ACT006,036
ACT006,037
ACT006,038
ACT006,039
ACT006,040
ACT006,041
ACT006,042
ACT006,043
ACT006,044
ACT006,045
ACT006,046
ACT006,047
ACT006,048
ACT006,049
ACT006,050
ACT006,051
ACT006,052
ACT006,053
ACT006,054
ACT006,055
ACT006,056
ACT006,057
ACT006,058
ACT006,059
ACT006,060
ACT006,061
ACT006,062
ACT006,063
ACT006,064
ACT006,065
ACT006,066
ACT006,067
ACT006,068
ACT007,001
ACT007,002
ACT007,003
ACT007,004
ACT007,005
ACT007,006
ACT007,007
ACT007,008
ACT007,009
ACT007,010
ACT007,011
ACT007,012
ACT007,013
ACT007,014
ACT007,015
ACT007,016
ACT007,017
ACT007,018
ACT007,019
ACT007,020
ACT007,021
ACT007,022
ACT007,023
ACT007,024
ACT007,025
ACT007,026
ACT007,027
ACT007,028
ACT007,029
ACT007,030
ACT007,031
ACT007,032
ACT007,033
ACT007,034
ACT007,035
ACT007,036
ACT007,037
ACT007,038
ACT007,039
ACT007,040
ACT007,041
ACT007,042
ACT007,043
ACT007,044
ACT007,045
ACT007,046
ACT007,047
ACT007,048
ACT007,049
ACT007,050
ACT007,051
ACT007,052
ACT007,053
ACT007,054
ACT007,055
ACT007,056
ACT007,057
ACT007,058
ACT007,059
ACT007,060
ACT007,061
ACT007,062
ACT007,063
ACT007,064
ACT007,065
ACT007,066
ACT007,067
ACT007,068
ACT008,001
ACT008,003
ACT008,005
ACT008,006
ACT008,007
ACT008,008
ACT008,009
ACT008,012
ACT008,014
ACT008,016
ACT008,020
ACT008,023
ACT008,026
ACT008,028
ACT008,029
ACT008,030
ACT008,031
ACT008,032
ACT008,033
ACT008,034
ACT008,035
ACT008,036
ACT008,038
ACT008,039
ACT008,040
ACT008,041
ACT008,042
ACT008,043
ACT008,045
ACT008,046
ACT008,047
ACT008,048
ACT008,052
ACT008,053
ACT008,055
ACT008,064
ACT008,065
ACT008,066
ACT008,067
ACT009,001
ACT009,002
ACT009,003
ACT009,004
ACT009,005
ACT009,006
ACT009,007
ACT009,008
ACT009,009
ACT009,010
ACT009,011
ACT009,012
ACT009,013
ACT009,014
ACT009,015
ACT009,016
ACT009,017
ACT009,018
ACT009,019
ACT009,020
ACT009,021
ACT009,022
ACT009,023
ACT009,024
ACT009,025
ACT009,026
ACT009,027
ACT009,028
ACT009,029
ACT009,030
ACT009,031
ACT009,032
ACT009,033
ACT009,034
ACT009,035
ACT009,036
ACT009,037
ACT009,038
ACT009,039
ACT009,040
ACT009,041
ACT009,042
ACT009,043
ACT009,044
ACT009,045
ACT009,046
ACT009,047
ACT009,048
ACT009,049
ACT009,050
ACT009,051
ACT009,052
ACT009,053
ACT009,054
ACT009,055
ACT009,056
ACT009,057
ACT009,058
ACT009,059
ACT009,060
ACT009,061
ACT009,062
ACT009,063
ACT009,064
ACT009,065
ACT009,066
ACT009,067
ACT009,068
ACT010,001
ACT010,002
ACT010,003
ACT010,004
ACT010,005
ACT010,006
ACT010,007
ACT010,008
ACT010,009
ACT010,010
ACT010,011
ACT010,012
ACT010,013
ACT010,014
ACT010,015
ACT010,016
ACT010,017
ACT010,018
ACT010,019
ACT010,020
ACT010,021
ACT010,022
ACT010,023
ACT010,024
ACT010,025
ACT010,026
ACT010,027
ACT010,028
ACT010,029
ACT010,030
ACT010,031
ACT010,032
ACT010,033
ACT010,034
ACT010,035
ACT010,036
ACT010,037
ACT010,038
ACT010,039
ACT010,040
ACT010,041
ACT010,042
ACT010,043
ACT010,044
ACT010,045
ACT010,046
ACT010,047
ACT010,048
ACT010,049
ACT010,050
ACT010,051
ACT010,052
ACT010,053
ACT010,054
ACT010,055
ACT010,056
ACT010,057
ACT010,058
ACT010,059
ACT010,060
ACT010,061
ACT010,062
ACT010,063
ACT010,064
ACT010,065
ACT010,066
ACT010,067
ACT010,068
ACT011,001
ACT011,002
ACT011,003
ACT011,004
ACT011,005
ACT011,006
ACT011,007
ACT011,008
ACT011,009
ACT011,010
ACT011,011
ACT011,012
ACT011,013
ACT011,014
ACT011,015
ACT011,016
ACT011,017
ACT011,018
ACT011,019
ACT011,020
ACT011,021
ACT011,022
ACT011,023
ACT011,024
ACT011,025
ACT011,026
ACT011,027
ACT011,028
ACT011,029
ACT011,030
ACT011,031
ACT011,032
ACT011,033
ACT011,034
ACT011,035
ACT011,036
ACT011,037
ACT011,038
ACT011,039
ACT011,040
ACT011,041
ACT011,042
ACT011,043
ACT011,044
ACT011,045
ACT011,046
ACT011,047
ACT011,048
ACT011,049
ACT011,050
ACT011,051
ACT011,052
ACT011,053
ACT011,054
ACT011,055
ACT011,056
ACT011,057
ACT011,058
ACT011,059
ACT011,060
ACT011,061
ACT011,062
ACT011,063
ACT011,064
ACT011,065
ACT011,066
ACT011,067
ACT011,068
ACT012,001
ACT012,003
ACT012,005
ACT012,006
ACT012,007
ACT012,008
ACT012,009
ACT012,012
ACT012,014
ACT012,016
ACT012,020
ACT012,023
ACT012,026
ACT012,028
ACT012,029
ACT012,030
ACT012,031
ACT012,032
ACT012,033
ACT012,034
ACT012,035
ACT012,036
ACT012,038
ACT012,039
ACT012,040
ACT012,041
ACT012,042
ACT012,043
ACT012,045
ACT012,046
ACT012,047
ACT012,048
ACT012,052
ACT012,053
ACT012,055
ACT012,064
ACT012,065
ACT012,066
ACT012,067
ACT013,002
ACT013,004
ACT013,010
ACT013,011
ACT013,013
ACT013,015
ACT013,017
ACT013,018
ACT013,019
ACT013,021
ACT013,022
ACT013,024
ACT013,025
ACT013,027
ACT013,037
ACT013,044
ACT013,049
ACT013,050
ACT013,051
ACT013,054
ACT013,056
ACT013,057
ACT013,058
ACT013,059
ACT013,060
ACT013,061
ACT013,062
ACT013,063
ACT013,068
ACT014,002
ACT014,004
ACT014,010
ACT014,011
ACT014,013
ACT014,015
ACT014,017
ACT014,018
ACT014,019
ACT014,021
ACT014,022
ACT014,024
ACT014,025
ACT014,027
ACT014,037
ACT014,044
ACT014,049
ACT014,050
ACT014,051
ACT014,054
ACT014,056
ACT014,057
ACT014,058
ACT014,059
ACT014,060
ACT014,061
ACT014,062
ACT014,063
ACT014,068
ACT015,002
ACT015,004
ACT015,010
ACT015,011
ACT015,013
ACT015,015
ACT015,017
ACT015,018
ACT015,019
ACT015,021
ACT015,022
ACT015,024
ACT015,025
ACT015,027
ACT015,037
ACT015,044
ACT015,049
ACT015,050
ACT015,051
ACT015,054
ACT015,056
ACT015,057
ACT015,058
ACT015,059
ACT015,060
ACT015,061
ACT015,062
ACT015,063
ACT015,068
ACT016,001
ACT016,002
ACT016,003
ACT016,004
ACT016,005
ACT016,006
ACT016,007
ACT016,008
ACT016,009
ACT016,010
ACT016,011
ACT016,012
ACT016,013
ACT016,014
ACT016,015
ACT016,016
ACT016,017
ACT016,018
ACT016,019
ACT016,020
ACT016,021
ACT016,022
ACT016,023
ACT016,024
ACT016,025
ACT016,026
ACT016,027
ACT016,028
ACT016,029
ACT016,030
ACT016,031
ACT016,032
ACT016,033
ACT016,034
ACT016,035
ACT016,036
ACT016,037
ACT016,038
ACT016,039
ACT016,040
ACT016,041
ACT016,042
ACT016,043
ACT016,044
ACT016,045
ACT016,046
ACT016,047
ACT016,048
ACT016,049
ACT016,050
ACT016,051
ACT016,052
ACT016,053
ACT016,054
ACT016,055
ACT016,056
ACT016,057
ACT016,058
ACT016,059
ACT016,060
ACT016,061
ACT016,062
ACT016,063
ACT016,064
ACT016,065
ACT016,066
ACT016,067
ACT016,068
ACT017,002
ACT017,004
ACT017,010
ACT017,011
ACT017,013
ACT017,015
ACT017,017
ACT017,018
ACT017,019
ACT017,021
ACT017,022
ACT017,024
ACT017,025
ACT017,027
ACT017,037
ACT017,044
ACT017,049
ACT017,050
ACT017,051
ACT017,054
ACT017,056
ACT017,057
ACT017,058
ACT017,059
ACT017,060
ACT017,061
ACT017,062
ACT017,063
ACT017,068
ACT018,001
ACT018,003
ACT018,005
ACT018,006
ACT018,007
ACT018,008
ACT018,009
ACT018,012
ACT018,014
ACT018,016
ACT018,020
ACT018,023
ACT018,026
ACT018,028
ACT018,029
ACT018,030
ACT018,031
ACT018,032
ACT018,033
ACT018,034
ACT018,035
ACT018,036
ACT018,038
ACT018,039
ACT018,040
ACT018,041
ACT018,042
ACT018,043
ACT018,045
ACT018,046
ACT018,047
ACT018,048
ACT018,052
ACT018,053
ACT018,055
ACT018,064
ACT018,065
ACT018,066
ACT018,067
ACT019,001
ACT019,002
ACT019,003
ACT019,004
ACT019,005
ACT019,006
ACT019,007
ACT019,008
ACT019,009
ACT019,010
ACT019,011
ACT019,012
ACT019,013
ACT019,014
ACT019,015
ACT019,016
ACT019,017
ACT019,018
ACT019,019
ACT019,020
ACT019,021
ACT019,022
ACT019,023
ACT019,024
ACT019,025
ACT019,026
ACT019,027
ACT019,028
ACT019,029
ACT019,030
ACT019,031
ACT019,032
ACT019,033
ACT019,034
ACT019,035
ACT019,036
ACT019,037
ACT019,038
ACT019,039
ACT019,040
ACT019,041
ACT019,042
ACT019,043
ACT019,044
ACT019,045
ACT019,046
ACT019,047
ACT019,048
ACT019,049
ACT019,050
ACT019,051
ACT019,052
ACT019,053
ACT019,054
ACT019,055
ACT019,056
ACT019,057
ACT019,058
ACT019,059
ACT019,060
ACT019,061
ACT019,062
ACT019,063
ACT019,064
ACT019,065
ACT019,066
ACT019,067
ACT019,068
ACT020,001
ACT020,002
ACT020,003
ACT020,004
ACT020,005
ACT020,006
ACT020,007
ACT020,008
ACT020,009
ACT020,010
ACT020,011
ACT020,012
ACT020,013
ACT020,014
ACT020,015
ACT020,016
ACT020,017
ACT020,018
ACT020,019
ACT020,020
ACT020,021
ACT020,022
ACT020,023
ACT020,024
ACT020,025
ACT020,026
ACT020,027
ACT020,028
ACT020,029
ACT020,030
ACT020,031
ACT020,032
ACT020,033
ACT020,034
ACT020,035
ACT020,036
ACT020,037
ACT020,038
ACT020,039
ACT020,040
ACT020,041
ACT020,042
ACT020,043
ACT020,044
ACT020,045
ACT020,046
ACT020,047
ACT020,048
ACT020,049
ACT020,050
ACT020,051
ACT020,052
ACT020,053
ACT020,054
ACT020,055
ACT020,056
ACT020,057
ACT020,058
ACT020,059
ACT020,060
ACT020,061
ACT020,062
ACT020,063
ACT020,064
ACT020,065
ACT020,066
ACT020,067
ACT020,068
ACT021,001
ACT021,002
ACT021,003
ACT021,004
ACT021,005
ACT021,006
ACT021,007
ACT021,008
ACT021,009
ACT021,010
ACT021,011
ACT021,012
ACT021,013
ACT021,014
ACT021,015
ACT021,016
ACT021,017
ACT021,018
ACT021,019
ACT021,020
ACT021,021
ACT021,022
ACT021,023
ACT021,024
ACT021,025
ACT021,026
ACT021,027
ACT021,028
ACT021,029
ACT021,030
ACT021,031
ACT021,032
ACT021,033
ACT021,034
ACT021,035
ACT021,036
ACT021,037
ACT021,038
ACT021,039
ACT021,040
ACT021,041
ACT021,042
ACT021,043
ACT021,044
ACT021,045
ACT021,046
ACT021,047
ACT021,048
ACT021,049
ACT021,050
ACT021,051
ACT021,052
ACT021,053
ACT021,054
ACT021,055
ACT021,056
ACT021,057
ACT021,058
ACT021,059
ACT021,060
ACT021,061
ACT021,062
ACT021,063
ACT021,064
ACT021,065
ACT021,066
ACT021,067
ACT021,068
ACT022,001
ACT022,003
ACT022,005
ACT022,006
ACT022,007
ACT022,008
ACT022,009
ACT022,012
ACT022,014
ACT022,016
ACT022,020
ACT022,023
ACT022,026
ACT022,028
ACT022,029
ACT022,030
ACT022,031
ACT022,032
ACT022,033
ACT022,034
ACT022,035
ACT022,036
ACT022,038
ACT022,039
ACT022,040
ACT022,041
ACT022,042
ACT022,043
ACT022,045
ACT022,046
ACT022,047
ACT022,048
ACT022,052
ACT022,053
ACT022,055
ACT022,064
ACT022,065
ACT022,066
ACT022,067
ACT023,002
ACT023,004
ACT023,010
ACT023,011
ACT023,013
ACT023,015
ACT023,017
ACT023,018
ACT023,019
ACT023,021
ACT023,022
ACT023,024
ACT023,025
ACT023,027
ACT023,037
ACT023,044
ACT023,049
ACT023,050
ACT023,051
ACT023,054
ACT023,056
ACT023,057
ACT023,058
ACT023,059
ACT023,060
ACT023,061
ACT023,062
ACT023,063
ACT023,068
ACT024,001
ACT024,002
ACT024,003
ACT024,004
ACT024,005
ACT024,006
ACT024,007
ACT024,008
ACT024,009
ACT024,010
ACT024,011
ACT024,012
ACT024,013
ACT024,014
ACT024,015
ACT024,016
ACT024,017
ACT024,018
ACT024,019
ACT024,020
ACT024,021
ACT024,022
ACT024,023
ACT024,024
ACT024,025
ACT024,026
ACT024,027
ACT024,028
ACT024,029
ACT024,030
ACT024,031
ACT024,032
ACT024,033
ACT024,034
ACT024,035
ACT024,036
ACT024,037
ACT024,038
ACT024,039
ACT024,040
ACT024,041
ACT024,042
ACT024,043
ACT024,044
ACT024,045
ACT024,046
ACT024,047
ACT024,048
ACT024,049
ACT024,050
ACT024,051
ACT024,052
ACT024,053
ACT024,054
ACT024,055
ACT024,056
ACT024,057
ACT024,058
ACT024,059
ACT024,060
ACT024,061
ACT024,062
ACT024,063
ACT024,064
ACT024,065
ACT024,066
ACT024,067
ACT024,068
ACT025,001
ACT025,002
ACT025,003
ACT025,004
ACT025,005
ACT025,006
ACT025,007
ACT025,008
ACT025,009
ACT025,010
ACT025,011
ACT025,012
ACT025,013
ACT025,014
ACT025,015
ACT025,016
ACT025,017
ACT025,018
ACT025,019
ACT025,020
ACT025,021
ACT025,022
ACT025,023
ACT025,024
ACT025,025
ACT025,026
ACT025,027
ACT025,028
ACT025,029
ACT025,030
ACT025,031
ACT025,032
ACT025,033
ACT025,034
ACT025,035
ACT025,036
ACT025,037
ACT025,038
ACT025,039
ACT025,040
ACT025,041
ACT025,042
ACT025,043
ACT025,044
ACT025,045
ACT025,046
ACT025,047
ACT025,048
ACT025,049
ACT025,050
ACT025,051
ACT025,052
ACT025,053
ACT025,054
ACT025,055
ACT025,056
ACT025,057
ACT025,058
ACT025,059
ACT025,060
ACT025,061
ACT025,062
ACT025,063
ACT025,064
ACT025,065
ACT025,066
ACT025,067
ACT025,068
